,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,actors,directors
4408,tm460411,Stunt School,MOVIE,An aspiring actress is admitted to a prestigious conservatory but must pay her tuition by working as a performer for an unusual company.,2019,,95,['comedy'],['TR'],,tt9056824,4.4,1141.0,1.509,4.1,"['Enis Arıkan', 'Toygan Avanoğlu', 'Tuna Orhan', 'Asli Inandik', 'Nazlı Tosunoğlu', 'Ayten Uncuoğlu', 'Caner Özyurtlu', 'Berkay Tulumbacı', 'Melis Kaygılaroğlu', 'Uraz Kaygılaroğlu', 'Seda Türkmen', 'Ahmet Olgun Sünear']",['Ali Yorgancıoğlu']
4409,tm816432,Bypass Road,MOVIE,"The story revolves around a young man, Vikram, who is a fashion prodigy. The story is layered with a murder in town.",2019,,137,"['thriller', 'drama']",['IN'],,tt9176260,5.4,1022.0,1.523,5.3,"['Neil Nitin Mukesh', 'Adah Sharma', 'Shama Sikander', 'Sudhanshu Pandey', 'Rajit Kapoor', 'Gul Panag', 'Bhavana Rao', 'Manish Chaudhary', 'Taher Shabbir', 'Errol Peter Marks', 'Mukesh Bhatt']",['Naman Nitin Mukesh']
4410,tm1020701,La Vocera,MOVIE,"A healer chosen to heal an ailing country. The Spokeswoman (La Vocera), the one who carries our voices is Maria de Jesús Patricio, the first indigenous woman to aspire to the presidency in Mexico. Her journey also tells the story behind the Indigenous Government Council's fight to preserve nature and for a new way of understanding progress in the world today.",2020,,82,['documentation'],['MX'],,tt13532214,7.2,55.0,1.679,6.5,"['María de Jesús Patricio Martínez', 'Yamili Chan Dzul', 'Carmen García de Aldama', 'Fidencio Aldama', 'Panchita Vázquez', 'Loreta Vázquez', 'Mario Luna', 'Carlos González', 'José Aurelio Mugarte Xool', 'Alfonso Uicab', 'Felipe Serio', 'Ubaldo Valdez', 'Rusell Peba Ocampo', 'Gabriela Torres', 'Lupita Vázquez', 'Adriana Hernández Segura', 'Ramón Landaverde', 'Damian Muguarte Barbosa']",['Luciana Kaplan']
4411,tm839479,Fan Girl,MOVIE,A starstruck girl sneaks into an actor’s house and discovers a horrifying truth about her idol.,2020,,100,['drama'],['PH'],,tt11091664,6.6,382.0,2.273,7.6,"['Charlie Dizon', 'Bea Alonzo', 'Paulo Avelino', 'Camille Penaverde', 'Sheen Gener', 'Gie Onida']",['Antoinette Jadaone']
4412,tm828570,Ahaan,MOVIE,"Jilted by his wife, a man with OCD finds eye opening common ground and camaraderie with his neighbor, a young man with Down Syndrome.",2019,,81,"['comedy', 'drama']",['IN'],,tt10833732,7.0,327.0,1.017,,"['Arif Zakaria', 'Niharika Singh', 'Abuli Mamaji']",['Nikhil Pherwani']
4413,tm466850,Ricardo Quevedo: los amargados somos más,MOVIE,"From how social media can ruin relationships to the perils of buying a gift for a woman, comic Ricardo Quevedo dissects life's trials and tribulations.",2019,,58,['comedy'],[],,tt10027954,7.3,97.0,2.175,7.7,['Ricardo Quevedo'],['Fernando Ayllón']
4414,tm835445,Deon Cole: Cole Hearted,MOVIE,"Embracing his belief that comedy is the last raw form of expression, Deon Cole explains the right time to thank Jesus and the wrong time to say ""welp.""",2019,,69,['comedy'],['US'],,tt10977680,6.9,895.0,3.008,6.5,['Deon Cole'],['Ryan Polito']
4415,tm1004219,Who's the Boss,MOVIE,"This narrates the story of a Young and ambitious employee who tries to work her way to the top, but keeps being de-valued. She decided to take a bold step which ends her in a position she deserves to be and without love for a long time.",2020,,105,"['comedy', 'romance']",[],,tt13370858,5.7,39.0,2.236,4.0,"['Funke Akindele', 'Blossom Chukwujekwu', 'Sharon Ooja']",['Chinaza Onuzo']
4416,tm435327,27 Steps of May,MOVIE,"Eight years ago, 14 year old May was raped by a group of men. May’s father is devastated, blaming himself for not being able to keep his daughter safe. Traumatized significantly by this incident, May withdraws completely from life.",2019,,112,['drama'],['ID'],,tt9695156,8.0,492.0,1.857,8.6,"['Raihaanun', 'Lukman Sardi', 'Ario Bayu', 'Verdi Solaiman', 'Henky Solaiman', 'Otig Pakis', 'Norman R. Akyuwen', 'Sapto Soetardjo', 'Joko Anwar', 'Jonathan Ozoh', 'Elsa Dinra', 'Bowie Budianto', 'Alfon', 'Adriel JH Simatupang', 'Nandang', 'Andi Ardan Yunus', 'Fajar Alamsyah', 'Maryadi', 'Richard Oh']",['Ravi L. Bharwani']
4417,tm435836,Mere Pyare Prime Minister,MOVIE,A story about four children living in a Mumbai slum in India. An eight-year old Kanhu writes a letter to the Prime Minister after a dramatic incident with his mother.,2019,,104,['drama'],['IN'],,tt8207768,6.8,646.0,1.988,7.2,"['Anjali Patil', 'Makrand Deshpande', 'Atul Kulkarni']",['Rakeysh Omprakash Mehra']
4418,tm983091,The Netflix Afterparty: The Best Shows of The Worst Year,MOVIE,"David Spade, Fortune Feimster and London Hughes welcome guests from Tiger King, Emily in Paris, The Queen's Gambit, and more.",2020,,59,['documentation'],['US'],,,,,1.492,6.0,"['David Spade', 'Fortune Feimster', 'London Hughes']",
4419,ts222687,No hay tiempo para la vergüenza,SHOW,Follows the life and misadeventures of the eccentric fashion designer Santiago Artemis.,2019,,43,['reality'],[],1.0,tt11215130,5.8,82.0,1.008,10.0,,
4420,tm674135,Brother in Love,MOVIE,"After a series of lies and misunderstandings, Aykut, a straightforward craftsmen, finds himself in the middle of wedding plans with Gulsah, an insurance broker. The problem is that Aykut is marrying with his fiance Nurhan a week later, whose family could kill him if they know the truth.",2019,,115,"['comedy', 'family']",['TR'],,tt10320050,7.0,6337.0,3.146,6.9,"['Cem Gelinoğlu', 'Melis Babadağ', 'Ege Kökenli', 'Müfit Kayacan', 'Lale Başar', 'Ali Erkazan', 'Özlem Çakar Yalçınkaya', 'Selen Domaç', 'Ferdi Sancar', 'Mekin Sezer', 'Ecrin Moğultay', 'Güven Hokna']",['Onur Bilgetay']
4421,tm938434,All Because of You,MOVIE,"After falling for a guest, an unsuspecting hotel staff becomes embroiled in a hostage scheme and discovers true love in an unlikely place.",2020,,101,"['romance', 'comedy', 'action']",['MY'],,tt13106900,3.9,218.0,2.519,6.6,"['Hairul Azreen', 'Janna Nick', 'Amerul Affendi', 'Henley Hii', 'Namron', 'Theebaan Govindasamy', 'Taufiq Hanafi', 'Hafizul Kamal', 'Josiah Hogan', 'Sophia AlBarakbah', 'Sugeeta Chandran', 'Anna Jobling', 'Jasmine Suraya', 'Fify Azmi', 'Dain Said', 'Yayan Ruhian', 'Ropie Cecupak', 'Ismi Melinda']",['Adrian Teh']
4422,tm912415,Urzila Carlson: Overqualified Loser,MOVIE,"Stand-up comedian Urzila Carlson keeps the crowd roaring with her thoughts on recasting ""The Biggest Loser,"" sex tape regrets and boxed wine hangovers.",2020,,62,['comedy'],[],,tt12572032,6.3,366.0,2.95,4.9,['Urzila Carlson'],['Hayden Guppy']
4423,tm992712,From Stress to Happiness,MOVIE,"Alejandro is an ordinary man, in the year 2018 he has a unique opportunity: to travel in a very close way along a Buddhist monk who lived 50 years in the Himalayas and accompanied the most recognized masters of Tibetan Buddhism",2020,PG-13,60,['documentation'],[],,tt13079086,6.3,208.0,2.581,6.0,"['Matthieu Ricard', 'Alejandro De Grazia', 'Tania Singer', 'David Steindl-Rast']",['Alejandro De Grazia']
4424,ts298837,Badanamu Stories,SHOW,"Badanamu Stories explore themes central to the lives of preschool children but in ways that inject whimsy, imagination, and wonder into the everyday.",2020,TV-Y,10,['animation'],[],1.0,tt14857600,5.6,9.0,,,,
4425,tm475638,Luccas Neto em: Uma Babá Muito Esquisita,MOVIE,Luccas and Gi forgot about Mother's Day and now they need to find a special present. Get together with the brothers and their freaky babysitter in this new adventure!,2019,,75,"['comedy', 'family']",['BR'],,tt14495194,3.0,36.0,2.143,7.1,"['Luccas Neto', 'Vivian Duarte', 'Giovanna Alparone', 'Roni Ficher', 'Alex Teix', 'Lucas Margutti']",['Lucas Margutti']
4426,ts251607,Word Party Songs,SHOW,"Sing along and dance with Bailey, Franny, Kip, Lulu and Tilly in this collection of music videos that will get you in the mood to move and groove!",2020,TV-Y,4,"['animation', 'family']",[],1.0,tt12748268,3.6,18.0,2.346,10.0,,
4427,ts213611,Bangkok Love Stories: Plead,SHOW,"When a blind fortune teller decides to love a confident girl, who doesn't believe in fate, even the horoscope of both will be very strongly, that may cause his fate to be absent...",2019,,42,['drama'],['TH'],1.0,tt10438656,7.2,58.0,1.82,9.0,"['Varot Makaduan', 'Chanon Santinatornkul', 'Suttatip Wutchaipradit', 'Sutatta Udomsilp']",
4428,tm980358,You Are My Home,MOVIE,"This drama follows the relationship of a heartbroken woman and a young immigrant girl who has lost her mother at the border, coming together just before Christmas.",2020,,92,['family'],['US'],,,,,4.44,7.3,"['Alyssa Milano', 'Cristián de la Fuente', 'Angel Parker', 'Joel Michaely', 'Melissa Bickerton', 'Joel Steingold', 'Deanna Grace Congo']",['Amanda Raymond']
4429,tm483511,Jai Mummy Di,MOVIE,Jai Mummy Di is a light-hearted family comedy that portrays the trials and tribulations a couple has to undergo due to the dynamics between their respective mothers.,2020,,103,"['comedy', 'drama', 'romance']",['IN'],,tt9817760,3.7,946.0,2.23,6.6,"['Sunny Singh Nijjar', 'Sonnalli Seygall', 'Supriya Pathak', 'Poonam Dhillon', 'Sharat Saxena', 'Nushrratt Bharuccha', 'Ishita Raj Sharma', 'Neha Kakkar', 'Jassie Gill', 'Rajendra Sethi', 'Bhuvan Arora']",['Navjot Gulati']
4430,ts101042,The 43,SHOW,This docuseries disputes the Mexican government's account of how and why 43 students from Ayotzinapa Rural Teachers' College vanished in Iguala in 2014.,2019,TV-MA,66,"['documentation', 'war']",['MX'],1.0,tt9789272,7.1,143.0,2.828,6.9,"['Paco Ignacio Taibo II', 'Paula Mónaco', 'John Gibler', 'Omar García']",['Matías Gueilburt']
4431,ts269280,Kings of Jo'Burg,SHOW,"The Masire brothers rule Johannesburg's criminal underworld, but a supernatural family curse and a tangled web of betrayal threaten to destroy them.",2020,TV-MA,53,"['crime', 'thriller']",['ZA'],1.0,tt13453828,5.0,499.0,5.53,7.9,"['Shona Ferguson', 'Thembi Seete', 'Connie Ferguson', 'Zolisa Xaluva', 'TK Sebothoma', 'Tsholofelo Matshaba', 'Cindy Mahlangu', 'Sello Sebotsane', 'Lunathi Mampofu', 'Buhle Samuels', 'Abdul Khoza']",
4432,ts255418,Bad Boy Billionaires: India,SHOW,"This investigative docuseries explores the greed, fraud and corruption that built up - and ultimately brought down - India's most infamous tycoons.",2020,TV-14,59,"['crime', 'documentation']",['XX'],1.0,tt12923630,7.9,3057.0,1.974,8.3,,
4433,tm830151,One Day We'll Talk About Today,MOVIE,"Three siblings live in happy-looking families, but one of them changes and gets warned by his parents, prompting the rebellion of the three siblings which led to the discovery of the secrets and great trauma in their families.",2020,,121,"['drama', 'family', 'music', 'documentation']",['ID'],,tt10773114,7.4,1155.0,2.614,7.8,"['Rachel Amanda', 'Alleyra Fakhira Kurniawan', 'Gween Natusha Ellvania', 'Rio Dewanto', 'Sinyo Riza', 'M. Adhiyat', 'Sheila Dara Aisha', 'Syaqilla Afiffah Putri', 'Donny Damara', 'Oka Antara', 'Susan Bachtiar', 'Niken Anjani', 'Ardhito Pramono', 'Agla Artalidia', 'Umay Shahab', 'Sivia Azizah', 'Isyana Sarasvati', 'Chicco Jerikho', 'Joe P Project', 'Arswendi Nasution', 'Khiva Iskak', 'Farishad Latjuba', 'Tegar Satrya', 'Ruth Marini', 'Dayu Wijanto', 'Gary Iskak', 'Roy Sungkono', 'Azizah Hanum', 'Tanta Ginting', 'Gilbert Pohan']",['Angga Dwimas Sasongko']
4434,tm1026240,Perfume Imaginary Museum “Time Warp”,MOVIE,"When the world had to stay home, they brought their concert online. Immersive, candy-sweet and cutting edge, Warp into it.",2020,,53,['music'],['JP'],,tt15127976,6.5,24.0,1.555,7.0,"['Ayaka Nishiwaki', 'Yuka Kashino', 'Ayano Ōmoto']",
4435,tm885938,Mauricio Meirelles: Generating Chaos,MOVIE,"He's mid-30s going on 79, with scathingly funny views on fatherhood, marriage and society. Let Maurício Meirelles give you a tour of his chaotic mind.",2020,,63,['comedy'],['BR'],,,,,2.182,7.7,['Maurício Meirelles'],['Diego Pignataro']
4436,ts225513,Spectros,SHOW,A group of teenagers gets unintentionally involved in a conflict between Japanese Shinto ghosts and Brazilian witchcraft.,2020,TV-MA,44,['scifi'],['BR'],1.0,,,,7.354,6.9,"['Cláudia Okuno', 'Mariana Sena', 'Danilo Mesquita']",
4437,tm838007,Dolly Kitty and Those Twinkling Stars,MOVIE,"A disillusioned Delhi wife (Dolly), and her new-in-town cousin (Kitty), navigate damning secrets, dreams and their thorny dynamic on their respective roads to freedom.",2019,R,120,"['drama', 'comedy']",['IN'],,tt9176296,5.5,7580.0,2.456,5.9,"['Konkona Sen Sharma', 'Bhumi Pednekar', 'Aamir Bashir', 'Vikrant Massey', 'Amol Parashar', 'Kubbra Sait', 'Karan Kundra', 'Kalyani Jha', 'Mihir Ahuja']",['Alankrita Shrivastava']
4438,tm845552,Giving Voice,MOVIE,"Every year, thousands of high schoolers enter the August Wilson monologue competition for a chance to perform on Broadway. This film follows these students, examining how Wilson and his characters speak to a new generation, inspiring them to listen to his words and find their own voice.",2020,PG-13,90,['documentation'],['US'],,,,,2.685,6.3,"['Denzel Washington', 'Viola Davis', 'Stephen McKinley Henderson']","['James D. Stern', 'Fernando Villena']"
4439,ts237556,The Unremarkable Juanquini,SHOW,An inept magician pulls off the trick of his life: accidentally disappearing a wanted criminal during a police raid. Now he's going to pay for that.,2020,TV-MA,29,['comedy'],['CO'],2.0,tt12189308,4.3,191.0,7.945,7.0,"['Julián Cerati', 'María Cecilia Sánchez', 'Mariana Gómez', 'Antonio Sanint', 'Julio Cesar Herrera', 'Biassini Segura', 'Jacques Toukhmanian']",
4440,tm873357,Mariposa,MOVIE,"Iqbal (Angga Yunanda) is like a Mariposa butterfly to Acha (Adhisty Zara). Each time someone approach, he always runs away. Acha is determined to win Iqbal, a man known to be handsome, smart, yet cold.",2020,,117,"['comedy', 'drama', 'romance']",[],,tt11470064,6.9,725.0,,,,
4441,tm810357,True: Happy Hearts Day,MOVIE,"True and Bartleby try to cheer up the Rainbow Kingdom's loneliest citizen, but his gloomy mood is contagious! Can a trio of wishes turn things around?",2019,G,23,"['action', 'animation', 'family']",['CA'],,,,,2.006,7.0,"['Michela Luci', 'Jamie Watson', 'Anna Claire Bartlam', 'Nicolas Aqui', 'Eric Peterson']",['Harold Harris']
4442,tm1062350,Kedibone,MOVIE,"An exotically beautiful Sotho girl, Kedibone Manamela, chooses to live her youth on the fast lane. Veiled from her loyal childhood boyfriend's eyes, she bounces between being a good girl in the township and the 'it' girl on the high end of Johannesburg streets. A dark threat looms over the day when the news of Kedibone's escapades reaches the young man.",2020,,94,['drama'],['ZA'],,tt14740326,4.5,174.0,2.368,10.0,"['Natasha Thahane', 'Wright Ngubeni', 'Busisiwe Mtshali', 'Thabo Malema', 'Thami Mngqolo', 'Matli Mohapeloa', 'Kenneth Nkosi', 'Kwezi Ndlovu', 'Tessa Twala', 'Melvinah Eheli']",['Thomas Gumede']
4443,tm457296,Kevin Hart's Guide to Black History,MOVIE,Kevin Hart highlights the fascinating contributions of black history's unsung heroes in this entertaining -- and educational -- comedy special.,2019,PG,60,['comedy'],['US'],,tt6373518,5.5,1347.0,3.248,5.4,"['Kevin Hart', 'Lil Rel Howery', 'Saniyya Sidney', 'Tom Stern']",['Tom Stern']
4444,tm982569,London Hughes: To Catch A D*ck,MOVIE,"London Hughes, the sauciest comedian to come out of the UK, takes us on a brilliant and bold tour of her d*ck catching history.",2020,,60,['comedy'],['US'],,tt13528526,4.7,326.0,3.879,6.6,['London Hughes'],['Kristian Mercado']
4445,tm840208,Jeff Garlin: Our Man in Chicago,MOVIE,"Comedian Jeff Garlin (unintentionally) celebrates his 37th year of stand-up and shares his learnings on love, loss, success and food addiction.",2019,,58,['comedy'],['GB'],,tt11108064,5.9,425.0,2.251,6.3,['Jeff Garlin'],['Christopher Storer']
4446,ts229700,Encounters,SHOW,"To please her mother, a woman sets out to find a husband, and makes an ambitious plan to find a match -- and get married -- within one year.",2019,TV-PG,22,['comedy'],[],1.0,tt11210142,,,0.6,,,['Adeola Osunkojo']
4447,tm840236,Milea,MOVIE,"Years after his teen romance with Milea, a now-adult Dilan tells his version of their love story when a high school reunion brings them back together.",2020,,99,"['drama', 'romance']",['ID'],,tt11127878,6.1,564.0,3.228,5.7,"['Iqbaal Dhiafakhri Ramadhan', 'Vanesha Prescilla', 'Ira Wibowo', 'Bucek Depp', 'Happy Salma', 'Yoriko Angeline', 'Zulfa Maharani', 'Adhisty Zara', 'Giulio Parengkuan', 'Andovi da Lopez', 'Jerome Kurnia', 'Tike Priatnakusumah', 'Bima Azriel', 'Stefhanie Zamora Husen', 'Agus Kencrot']","['Fajar Bustomi', 'Pidi Baiq']"
4448,tm844978,Guatemala: Heart of the Mayan World,MOVIE,"From Sierra de las Minas to Esquipulas, explore Guatemala's cultural and geological wealth, including ancient Mayan cities and other natural wonders.",2019,,66,['documentation'],"['GT', 'UY']",,tt11505398,6.6,224.0,2.275,5.8,,"['Luis Ara', 'Ignacio Jaunsolo']"
4449,tm885364,The House of Flowers Presents: The Funeral,MOVIE,"The de la Mora family, their friends, acquaintances, and rivals gather for the funeral of Virginia de la Mora.",2019,,35,['comedy'],['MX'],,,,,10.517,6.9,"['Cecilia Suárez', 'Aislinn Derbez', 'Dario Yazbek Bernal', 'Juan Pablo Medina', 'Paco León', 'Luis de la Rosa', 'Arturo Ríos', 'Verónica Langer', 'Lucas Velazquez', 'Norma Angélica', 'Sawandi Wilson', 'Natasha Dupeyrón', 'Paco Rueda', 'Hugo Catalán']",['Manolo Caro']
4450,ts45322,"Wait, My Youth",SHOW,"A story about the naivety of young love, the pureness, and beauty of friendship and the warmth of family surrounding a group of friends. Su Can Can loves learning about literary works. In her adolescence, she meets her best friends....",2019,TV-PG,36,"['drama', 'romance']",['CN'],1.0,tt12071466,8.0,122.0,4.459,9.0,"['Li Jiaqi', 'Zhao Yiqin', 'Li Geyang', 'Wu Shuang Yi', 'Mengyuan Xu', 'Dong Yanlei', 'Wei Tianhao']",['Shen Qinyuan']
4451,tm849599,Furtive,MOVIE,"Park Ranger Pablo Silva remakes his life in his new destination, a forgotten and troubled place that few want to go to, the Pereyra Iraola Park. Soon, under an apparent tranquility, he discovers a network of poachers, traffc and hoaxes. His old hunter instinct will arise. He can hide from everyone, except himself.",2020,,84,['thriller'],['AR'],,tt11287390,5.1,328.0,1.945,6.5,"['Rodrigo de la Serna', 'Belén Blanco', 'Walter Jakob', 'Facundo Aquinos', 'Pablo Ragoni', 'Héctor Bordoni', 'Daniel Bernardes', 'Patricia Calisaya', 'Pablo Palacio']","[""Francisco D'Eufemia""]"
4452,ts257243,Voices of Fire,SHOW,Pharrell Williams's hometown community leaders attempt to build one of the world's most inspiring gospel choirs.,2020,TV-PG,37,"['music', 'reality']",['US'],1.0,tt13329282,6.8,388.0,1.137,8.0,"['Ezekiel Williams', 'Pharrell Williams']",
4453,tm981475,Illegal Woman,MOVIE,An immigration lawyer and a Nigerian woman caught in a ring of corruption team up to uncover the truth behind a suspicious death in a detention center.,2020,,119,"['drama', 'crime', 'european']",['ES'],,tt10101806,6.1,201.0,1.65,6.6,"['Isak Férriz', 'Boris Ruiz', 'Montse Germán', 'Àngels Bassas', 'Gorka Lasaosa']",['Ramon Térmens']
4454,tm882700,Not a Game,MOVIE,"This documentary offers an honest look at our fraught, complex relationship to video games from the perspectives of gamers and their concerned parents.",2020,,32,"['documentation', 'drama']",['ES'],,tt14637704,,,3.061,3.6,"['RJ Mitte', 'Ibai Llanos', 'Arkano', 'Richard Bartle', 'Borja Luzuriaga', 'Brendan McDonnell']",['José Gómez']
4455,ts89740,The Defected,SHOW,A thrilling story revolving around a policeman who becomes embroiled in a conspiracy plaguing the high-ranking officials due to an incident that almost cost him his life.,2019,TV-14,42,"['drama', 'crime']",['HK'],1.0,tt10141612,7.4,70.0,6.024,9.0,"['Grace Wong', 'Mat Yeung', 'Oscar Leung', 'Hui Siu-Hung', 'Benjamin Yuen', 'Kara Hui', 'Philip Keung', 'Ben Wong', 'Sisley Choi']",['So Man-Chung']
4456,tm850176,Leslie Jones: Time Machine,MOVIE,"From trying to seduce Prince to battling sleep apnea, Leslie Jones traces her evolution as an adult in a joyfully raw and outrageous stand-up special.",2020,,66,['comedy'],[],,,,,1.762,5.9,['Leslie Jones'],"['David Benioff', 'D.B. Weiss']"
4457,tm945831,The Magic School Bus Rides Again: The Frizz Connection,MOVIE,"Lightning splits the Magic School Bus into three pieces, scattering the class across the globe with different versions of Ms. Frizzle aboard each bus!",2020,,44,"['animation', 'family']",['US'],,tt13150612,,,2.052,7.7,,
4458,ts256134,Country Ever After,SHOW,"Country artist Coffey Anderson and his wife, hip-hop dancer Criscilla, juggle family life, career goals and tests of faith in this reality series.",2020,TV-PG,24,"['reality', 'music']",['US'],1.0,tt12987872,6.4,170.0,1.11,9.7,['Coffey Anderson'],
4459,tm862830,Seriously Single,MOVIE,"Dineo is the definition of serial monogamist. She dates to fall in love; she falls in love to get married. But she never gets married. She always ends up being dumped. When she meets Lunga Sibiya, he seems to be the man she's waited her whole life for, a man who shares her values when it comes to love and relationships. Or so she thinks - Until she accidentally finds out that the man she was busy planning her forever with, had been planning his forever with someone else. After a messy breakup with Lunga, her commitment-phobic bestie, Noni, helps Dineo face what she dreads most: life as a single woman. Forced to move out of Lunga's apartment, Dineo seeks refuge with Noni. But letting go of another failed relationship is hard for Dineo. Now at her lowest point, Noni encourages Dineo to enjoy the spoils of singledom. Have fun. Meet new people. Become her own person. It's an intimidating notion for Dineo. She hasn't been single in years. But Noni is happy to be her guide. Together, they take the city night life by storm. But love is a difficult thing to avoid: Noni unexpectedly finds herself falling for an unlikely man and Dineo struggles to sidestep the traps of her romantic flaws. This is further complicated when Lunga realises the mistake he's made and declares his undying love to Dineo, wanting her back. Is Dineo strong enough to honour the new version of herself or will her fear of loneliness have her running back into Lunga's arms?",2020,,107,"['comedy', 'romance']",['ZA'],,tt11010144,4.4,1266.0,7.403,7.0,"['Fulu Mugovhani', 'Tumi Morake', 'Bohang Moeko', 'Yonda Thomas', 'Mpho Osei Tutu', 'Tiffany Barbuzano']","['Rethabile Ramaphakela', 'Katleho Ramaphakela']"
4460,tm971819,Four Sisters Before the Wedding,MOVIE,"After discovering that their parents' marriage is on the brink of ending, the Salazar siblings scheme to bring them back together in time for their 20th anniversary in a prequel to ""Four Sisters and a Wedding.""",2020,,116,"['comedy', 'drama']",[],,tt11867144,6.2,186.0,,,,
4461,tm915354,Girl's Revenge,MOVIE,"At a birthday party, a sex video is filmed without consent and Ren Li-cha is the girl in the video. The clip circulates among the students and Li-cha is mocked and bullied as a result. Wu Yun-heng, a transfer student, went to the party with Li-cha. As she cannot stand how much Li-cha is suffering'  she is determined to find out about the truth behind the incident, fighting for her best friend. However, as she gets closer to the truth, she is about to shatter the peace in school.....",2020,,81,['drama'],['TW'],,tt13388018,5.7,204.0,12.91,5.1,"['Yu-Ping Wang', 'Yi-Ruei Chen', 'Shiny Yao', 'Chu-Ping Liu', 'Mike Lin', 'Edison Song', 'Alex Shu-Yuan Ko', 'Heaven Hai', 'Tao Chuang Cheng', 'Yi-Fan Hsu', 'Teng-Hung Hsia', 'Moon Lee', 'Chang-Ying Hsieh']",['Weica Wang']
4462,tm881575,Velvet Colección: Grand Finale,MOVIE,"Christmas 1969: the upcoming sale of Velvet brings the former and current staff together in Madrid for good memories, a second chance and a new beginning.",2020,,82,"['comedy', 'romance']","['US', 'ES']",,tt16672800,7.2,8.0,2.102,4.0,"['Paula Echevarría', 'Marta Hazas', 'Asier Ertxeandía', 'Adrián Lastra', 'Pepe Sacristán', 'Aitana Sánchez-Gijón', 'Maxi Iglesias', 'Miguel Ángel Silvestre', 'Imanol Arias']",['Gustavo Ron']
4463,ts218000,Dollar,SHOW,"Tarek is given the task to come up with a million-dollar idea for the launch of a new bank. An idea strikes him, but he will only reveal it to the CEO, making Zeina, the CEO's assistant played by Bouchoucha, suspicious.",2019,,41,"['action', 'drama', 'romance']",['LB'],1.0,tt10687564,6.6,602.0,2.16,8.0,"['Adel Karam', 'Amal Bouchoucha']",
4464,tm848261,Aaviri,MOVIE,"A thriller film directed by Ravi Babu, starring Ravi Babu and Neha Chauhan in the lead roles.",2019,,113,"['drama', 'thriller']",['IN'],,tt10081210,3.5,104.0,0.994,4.0,"['Neha Chauhan', 'Ravi Babu', 'Bharani Shankar', 'Y. Kasi Viswanath', 'Sri Muktha', 'Mukhtar Khan', 'Sandhya Janak']",['Ravi Babu']
4465,tm454431,A Home with a View,MOVIE,"A billboard wreaks havock in a Hong Kong family life. The Lo family live in an old  flat in the middle of a noisy neighborhood: father, mother, unemployed son, teenage daughter and his elderly, disabled father. Now a billboard is blocking their view and their already chaotic life becomes sheer madness.",2019,,92,"['comedy', 'drama']",['HK'],,tt8443432,5.9,301.0,2.904,6.0,"['Louis Koo', 'Anita Yuen', 'Francis Ng', 'Anthony Wong', 'Ng Siu-Hin', 'Jocelyn Choi', 'Tat-Ming Cheung', 'Lam Suet', 'Lo Hoi-pang', 'Lam Tze-chung', 'Law Kar-Ying', 'Wu Fung', 'Bonnie Wong', 'Wilfred Lau', 'Kingdom Yuen', 'Joyce Cheng', 'Lei Chenyu', 'Billy Luk', 'C Kwan', 'Sam Lee', 'Lawrence Cheng', 'Harriet Yeung', 'Strawberry Yeung', 'Mak Cheung-Ching', 'Tyson Chak', 'Mak Ling-ling', 'Elena Kong', 'Gill Mohindepaul Singh']",['Herman Yau']
4466,tm890479,The Claudia Kishi Club,MOVIE,"Asian American creatives pay passionate tribute to the iconic, stereotype-busting ""Baby-Sitters Club"" character in this heartfelt documentary short.",2020,,17,['documentation'],['US'],,tt12411586,,,1.135,4.7,"['Naia Cucukov', 'CB Lee', 'Yumi Sakagawa', 'Sarah Kuhn', 'Phil Yu']",['Sue Ding']
4467,tm982018,A Trash Truck Christmas,MOVIE,"When Santa crash-lands in the junkyard on Christmas Eve, Hank, Trash Truck and their animal friends all have a hand in rescuing the holiday for everyone.",2020,G,28,"['action', 'family', 'animation', 'comedy']",['US'],,tt13458584,5.5,214.0,17.611,6.5,"['Henry Keane', 'Glen Keane', 'Lucas Neff', 'Brian Baumgartner', 'Jackie Loeb', 'John DiMaggio', 'Max Keane', 'Olive Keane', 'Megan Paul']",
4468,tm1015303,RattleSnake: The Ahanna Story,MOVIE,"Ahanna, a young gentleman who decides to rob the life he always wanted and dreamt of. He assembles a group of men called ""The Armadas"" with several different skills, carrying out a series of spectacular heists. But things takes a swift u-turn and the gang suddenly find themselves with better enemies on both sides.",2020,,135,['drama'],[],,tt13890834,4.7,110.0,,,,
4469,tm813231,The Bling Lagosians,MOVIE,"As each member of the Holloway family works to solve their problems, they prepare for Mopelola's party, which will clearly become the year's biggest society event. But the buzz about the party compels the Asset Management Corporation to foreclose on ST. IVES, the family business, after the death of Akin Holloway's his godfather Baba Eko, who had been protecting him. He must then fight a bigger battle: getting Mopelola to cancel her party and maintain a low profile to get them off the radar while he tries to save the business.",2019,,97,['drama'],['NG'],,tt10410186,6.4,94.0,2.214,6.0,"['Bunmi Aboderin', 'Toyin Abraham', 'Tana Egbo-Adelana', 'Osas Ighodaro', 'Joyce Akabogu', 'Samuel Animashaun', 'ayolola ayoola', 'Aiyeola Bisola', 'Monalisa Chinda', 'Chris Okagbue', 'Alexx Ekubo', 'Inna Erinze', 'Justin Ezirim', 'Dele Gabriel']",['Bolanle Austen-Peters']
