,title,imdb_score,genres,actors,directors
2533,"To Each, Her Own",5.4,"['comedy', 'drama', 'european']","['Félix Moati', 'Judith Chemla', 'Rebecca Marder', 'Philippe Rebbot', 'Artus', 'Eye Haïdara', 'Baya Kasmi', 'François Morel', 'Saffiya Labaab', 'Héloïse Janjaud', 'Sarah Le Picard', 'Hugo Fabbri', 'Grégoire Dessons', 'Jérémy Norris', 'Kamel Benchemekh', 'Penelope Rose', 'Lucas Bleger', 'Frédéric Buret', 'Francis Leplay', 'Gerald Cesbron', 'Claire Dumas', 'Manmathan Basky', 'Théo Askolovitch', 'Manuel Guillot', 'Tom Migné', 'Elise Mollet', 'Anne-Gaëlle Jourdain', 'Grégoire Tachnakian', 'Édouard Sulpice', 'William Prunck', 'Elena Arnaïz', 'Julien Lamassonne', 'Julie Maury', 'Chloé Mary Chopin', 'Elios Lévy', 'Thimothé Gatto', 'Ziad Jallad', 'Julien Chaudet', 'Alexandre Saada', 'Pierre Legay', 'Théo Delezenne', 'Guillaume Andre', 'Michel Leclerc', 'Michael Perez', 'Eva Danino', 'Marion Corrales', 'Marylou Petot', 'Nour Alexandre', 'Nasser Mehal']",['Michel Leclerc']
2534,Kuroko's Basketball the Movie: Last Game,7.7,"['animation', 'drama', 'sport']","['Kensho Ono', 'Junichi Suwabe', 'Hiroshi Kamiya', 'Ryohei Kimura', 'Yuki Ono', 'Daisuke Ono', 'Kenichi Suzumura', 'Chiwa Saito', 'Shin-ichiro Miki', 'Toru Sakurai', 'Hiroo Sasaki', 'Kaito Ishikawa', 'Naoki Mizutani', 'Hikaru Midorikawa', 'Toshiki Masuda', 'Kisho Taniyama', 'Yoshimasa Hosoya', 'Kazuya Nakai', 'Hirofumi Nojima', 'Soichiro Hoshi', 'Kenji Hamada', 'Takuya Eguchi', 'Shigeyuki Susaki', 'Ryota Osaka', 'Wataru Hatano', 'Masayuki Shoji', 'Fumiko Orikasa', 'Takahiro Fujiwara', 'Shuhei Sakaguchi', 'Kouji Takeda', 'Nobunaga Shimazaki', 'Tetsu Inada', 'Tatsuhisa Suzuki', 'Go Inoue', 'Kohsuke Toriumi', 'Shuhei Matsuda']",['Shunsuke Tada']
2535,Rock my Heart,6.5,"['drama', 'family', 'action', 'european']","['Lena Klenke', 'Dieter Hallervorden', 'Emilio Sakraya', 'Michael Lott', 'Annette Frier', 'Milan Peschel', 'Vedat Erincin', 'Johann von Bülow', 'Thomas Balou Martin', 'Philippe Jacq', 'Amrei Haardt', 'Rolf Berg', 'Anneke Kim Sarnau', 'Hans Martin Stier', 'Andreas Helfenbein', 'Sybille J. Schedwill', 'Jürgen Rißmann', 'Michael Kunst', 'Ludger Burmann', 'Ben Ruedinger', 'Werner Hansch', 'Christian Hom']",['Hanno Olderdissen']
2536,Mersal,7.5,"['thriller', 'action']","['Vijay', 'Samantha Ruth Prabhu', 'Nithya Menen', 'Kajal Agarwal', 'S. J. Suryah', 'Sathyaraj', 'Vadivelu', 'Sathyan Sivakumar', 'Kovai Sarala', 'Hareesh Peradi', 'Misha Ghoshal', 'Yogi Babu', 'Rajendran', 'Kaali Venkat', 'Devadarshini', 'Surekha Vani', 'Sangili Murugan', 'Boxer Dheena', 'M.Kamaraj', 'Mamilla Shailaja Priya', 'Kaali Venkat', 'Senthikumari', 'Abdool Lee']",['Atlee']
2537,Jerry Before Seinfeld,7.0,"['comedy', 'documentation']","['Jerry Seinfeld', 'Johnny Carson', 'Mark Schiff', 'Jimmy Brogan', 'Andy Kaufman', 'Ed Koch', 'Jay Leno']",['Michael Bonfiglio']
2538,The Last Shaman,6.6,"['documentation', 'drama', 'family', 'european']","['James Freeman', 'Mason Freeman', 'Sherry Haydock Freeman', 'Pepe Vasquez', 'Ronald Joe Wheelock', 'Quazicotal Wheelock', 'Guillermo Arévalo', 'Kate Anderson', 'Antonio Vasquez', 'Rosa Arevalo', 'Adela Navas', 'Don Augustin Rivas', 'Cesar Rivas', 'Aziz Khazrai']",['Raz Degan']
2539,All Good,6.5,"['drama', 'comedy', 'european']","['Aenne Schwarz', 'Andreas Döhler', 'Hans Löw', 'Tilo Nest', 'Lisa Hagmeister', 'Lina Wendel', 'Falk Rockstroh', 'Annika Blendl', 'Dagny Dewath', 'Katrin Röver', 'Thomas Gräßle', 'Doris Buchrucker']",
2540,Bareilly Ki Barfi,7.5,"['romance', 'comedy']","['Ayushmann Khurrana', 'Kriti Sanon', 'Rajkummar Rao', 'Pankaj Tripathi', 'Seema Pahwa', 'Rohit Choudhary', 'Semwal Swati', 'Javed Akhtar', 'Naila Grewal', 'Sapna Sand']",['Ashwiny Iyer Tiwari']
2541,First Team: Juventus,7.3,"['scifi', 'reality', 'sport', 'documentation']","['Massimiliano Allegri', 'Gianluigi Buffon', 'Giorgio Chiellini', 'Claudio Marchisio', 'Andrea Barzagli', 'Medhi Benatia', 'Paulo Dybala', 'Gonzalo Higuaín', 'Mario Mandzukic', 'Miralem Pjanić', 'Alex Sandro', 'Juan Cuadrado', 'Douglas Costa', 'Federico Bernardeschi', 'Sami Khedira', 'Stephan Lichtsteiner']",
2542,Expedition Happiness,5.9,"['documentation', 'european']","['Felix Starck', 'Selima Taibi']","['Felix Starck', 'Selima Taibi']"
2543,Dany Boon: Des Hauts-De-France,6.2,"['comedy', 'european']",['Dany Boon'],"['Dany Boon', 'Isabelle Nanty']"
2544,Baadshaho,4.9,"['action', 'thriller']","['Ajay Devgn', ""Ileana D'Cruz"", 'Emraan Hashmi', 'Esha Gupta', 'Vidyut Jammwal', 'Sanjay Mishra', 'Priyanshu Chatterjee', 'Sharad Kelkar', 'Sunny Leone']",['Milan Luthria']
2545,Edha,4.9,['drama'],"['Juana Viale', 'Andrés Velencoso', 'Delfina Chaves', 'Juan Pablo Geretto', 'Daniel Pacheco', 'Flavio Mendoza', 'Osmar Núñez', 'Germán Palacios', 'Sofía Gala Castiglione', 'Daniel Hendler']",
2546,Rapture,5.4,"['documentation', 'scifi', 'thriller', 'horror', 'music']",,
2547,C/o Kancharapalem,8.9,['drama'],"['Mohan Bhagath', 'Praveena Paruchuri', 'Karthik Rathnam', 'Radha Bessy', 'Praneeta Patnaik', 'Nithya Sree', 'Kesava Karri', 'Kishore Kumar Polimera']",['Venkatesh Maha']
2548,Black Crows,5.3,"['drama', 'war', 'thriller']",,
2549,Super Drags,5.4,"['animation', 'comedy', 'fantasy']","['Sérgio Cantú', 'Wagner Follare', 'Rapha Vélez', 'Fernando Mendonça', 'Pabllo Vittar']",
2550,Battlefish,7.1,"['documentation', 'reality']",,
2551,Jack Whitehall: At Large,6.8,['comedy'],['Jack Whitehall'],['Brian Klein']
2552,The Rachel Divide,6.3,['documentation'],"['Rachel Dolezal', 'Franklin Moore', 'Izaiah Dolezal', 'Esther Dolezal', 'Jeff Humphries', 'Shawn Vestal', 'Kitara Johnson', 'Latoya Brackett']",['Laura Brownson']
2553,Trevor Noah: Afraid of the Dark,7.2,['comedy'],['Trevor Noah'],['David Paul Meyer']
2554,The Tree of Blood,6.3,"['drama', 'european']","['Álvaro Cervantes', 'Úrsula Corberó', 'Najwa Nimri', 'Patricia López Arnaiz', 'Daniel Grao', 'Joaquín Furriel', 'María Molins', 'Emilio Gutiérrez Caba', 'Luisa Gavasa', 'Josep Maria Pou', 'Ángela Molina', 'Lucía Delgado', 'Luka Peroš', 'Klara Badiola', 'Félix Arcarazo', 'Sergio Castellanos', 'Mariano Venancio', 'Lina Gorbaneva', 'Juli Fàbregas', 'Natalie Pinot', 'Susana Garrote']",['Julio Medem']
2555,Nothing to Lose,2.3,['drama'],"['Petrônio Gontijo', 'Dalton Vigh', 'André Gonçalves', 'Beth Goulart', 'Day Mesquita', 'Larissa Ferrara', 'Kevin Vechiatto', 'Enzo Barone', 'José Victor Pires', 'Edir Macedo', 'Ester Bezerra']",['Alexandre Avancini']
2556,SWORDGAI The Animation,5.8,"['action', 'animation', 'scifi', 'fantasy', 'horror']","['Yuuka Aisaka', 'Rina Sato', 'Hiro Shimono', 'Tomokazu Sugita', 'Yuuichirou Umehara', 'Takaya Kuroda', 'Yuto Uemura', 'Jouji Nakata', 'Toshihiko Seki']",
2557,Larva Island,6.5,"['animation', 'comedy']",,
2558,Accidentally In Love,7.4,"['family', 'drama', 'comedy', 'music', 'romance']","['Sun Yining', 'Guo Junchen', 'Cheng Mu Xuan', 'Ma Li', 'Zhao Yiqin', 'Mo Zhou']",
2559,Spivak,5.6,['comedy'],"['Michael Bacall', 'Maggie Lawson', 'Elden Henson', 'Robert Kazinsky', 'Michael Cera', 'Chloé Wepper', 'Mark Webber', ""Ahna O'Reilly"", 'Hadrian Belove', 'Catherine Toribio', 'Jenna Lyng Adams', 'Jack Wallace', 'Bradley Dodds', 'Aileen Burdock']","['Anthony Abrams', 'Adam Larson Broder']"
2560,"Love, Surreal and Odd",5.6,"['comedy', 'romance']","['Aylin Kontente', 'Bülent Emrah Parlak', 'Büşra Pekin', 'Çağlar Çorumlu', 'Fatih Artman', 'Gupse Özay', 'Serkan Keskin', 'Şebnem Bozoklu']",['Yılmaz Erdoğan']
2561,Jefe,5.4,"['comedy', 'european']","['Luis Callejo', 'Juana Acosta', ""Carlo D'Ursi"", 'Josean Bengoetxea', 'Bárbara Santa-Cruz', 'Maica Barroso', 'Dailia Carmo', 'Adam Jezierski', 'Sergio Quintana', 'Diana Lázaro', 'Teo Planell']",['Sergio Barrejón']
2562,Million Pound Menu,6.6,['reality'],,
2563,Christmas in the Heartland,5.8,['family'],"['Sierra McCormick', 'Brighton Sharbino', 'Bo Derek', 'Shelley Long', 'Christopher Rich', 'Joe Don Rooney', 'Tiffany Fallon', 'Paula Trickey', 'Christian Kane', 'Bryan Whorton', 'Jasmine Fontes', 'Betsy Hume', 'Alex Preble', 'Chris Freihofer', 'Harvey Lowry', 'David Lee Anderson', 'Mollie Milligan', 'Connie Franklin', 'J.J. Arends', 'Nick Swezey', 'Maggie McClure', 'Rebecca Brook', 'Becky Bartlett', 'Hannah Snyder', 'Mike McDonald']",['Harvey Lowry']
2564,Sir,7.7,"['drama', 'romance', 'european']","['Tillotama Shome', 'Vivek Gomber', 'Rahul Vohra', 'Geetanjali Kulkarni', 'Anupriya Goenka', 'Divya Seth Shah', 'Chandrchoor Rai', 'Dilnaz Irani', 'Bhagyashree Pandit', 'Akash Sinha', 'Rashi Mal', 'Ahmareen Anjum', 'Alok Chaturvedi', 'Saharsh Kumar Shukla', 'Bachan Pachera', 'Sadhna Bhupindra Liya', 'Dharmendra Tripathi', 'Amit Chakrabarty', 'Saptaparni Mahalanabish', 'Abhinav Thakur', 'Gautam Gaikwad', 'Kantabai Jadhav', 'Ajinkya Mane', 'Violet Pinto', 'Anushree Kushwaha']",['Rohena Gera']
2565,The Break with Michelle Wolf,5.1,['comedy'],['Michelle Wolf'],
2566,Jim Gaffigan: Cinco,7.1,['comedy'],['Jim Gaffigan'],['Jeannie Gaffigan']
2567,Half Girlfriend,4.5,"['drama', 'romance']","['Arjun Kapoor', 'Shraddha Kapoor', 'Rhea Chakraborty', 'Seema Biswas', 'Greg Kriek', 'Vikrant Massey', 'Anisa Butt', 'Adam Davenport']",['Mohit Suri']
2568,Daughters of Destiny,8.6,['documentation'],,['Vanessa Roth']
2569,Ex-Shaman,7.1,['documentation'],,['Luiz Bolognesi']
2570,The American Meme,6.7,['documentation'],"['Paris Hilton', 'Brittany Furlan', 'Hailey Bieber', 'Dane Cook', 'DJ Khaled', 'Matthew Felker', 'Josh Ostrovsky', 'Emily Ratajkowski']",['Bert Marcus']
2571,Amazing Interiors,6.6,['documentation'],,
2572,The Comedy Lineup,5.9,"['comedy', 'action']",,
2573,The Art of Loving: Story of Michalina Wislocka,7.1,"['comedy', 'romance', 'drama', 'european']","['Magdalena Boczarska', 'Piotr Adamczyk', 'Justyna Wasilewska', 'Eryk Lubos', 'Jaśmina Polak', 'Karolina Gruszka', 'Danuta Stenka', 'Arkadiusz Jakubik', 'Wojciech Mecwaldowski', 'Borys Szyc', 'Katarzyna Kwiatkowska', 'Artur Barciś', 'Maria Pawłowska', 'Katarzyna Cynke', 'Wiktor Loga-Skarczewski', 'Renata Kretówna', 'Krzysztof Dracz', 'Nikodem Kasprowicz', 'Piotr Bułka']",['Maria Sadowska']
2574,Paul Hollywood's Big Continental Road Trip,7.4,"['documentation', 'european']",['Paul Hollywood'],['Ewan Keil']
2575,Titipo Titipo,6.8,['animation'],,
2576,Dovlatov,6.4,['drama'],"['Milan Marić', 'Danila Kozlovsky', 'Helena Sujecka', 'Eva Gerr', 'Arthur Beschastny', 'Anton Shagin', 'Svetlana Khodchenkova', 'Elena Lyadova', 'Igor Mityushkin', 'Piotr Gąsowski', 'Tamara Oganesyan', 'Anna Ekaterininskaya', 'Sergei Tolstov', 'Hanna Śleszyńska', 'Maria Järvenhelmi', 'Grigoriy Dantsiger', 'Alexandra Cherkasova', 'Igor Korovin', 'Lev Bunin', 'Arevik Gevorgyan', 'Aleksander Anria', 'Denis Shlenkov', 'Nikolay Shatokhin', 'Ignat Akrachkov', 'Pavel Levkin', 'Polina Dudkina', 'Valentin Samokhin', 'Polina Sidikhina', 'Grigory Perel', 'Pavel Sergienko', 'Alina Korol', 'Oleg Grinchenko', 'Anna Blinova', 'Alexander Ivanov', 'Vladislav Komarov', 'Tatyana Vladimirova', 'Nikolay Marton', 'Aleksandr Khachatryan', 'Ramil Salakhutdinov', 'Anatoly Kondyubov', 'Svetlana Mamresheva', 'Yuriy Utkin', 'Denis Kozinets', 'Nadezhda Kulakova', 'Dmitriy Vozdvizhenskiy', 'Alyona Mityushkina', 'Maxim Derichev', 'Tatyana Mishina', 'Kirill Ulyanov', 'Dmitriy Kochkin', 'Antonina Vvedenskaya', 'Svetlana Obidina', 'Valentina Nejmorovec', 'Igor Volkov', 'Artyom Efremov', 'Filipp Dyachkov', 'Ilya Borisov', 'Nadezhda Nabieva']",['Aleksey German Jr.']
2577,Borges,6.2,['comedy'],"['Thati Lopes', 'Antonio Tabet', 'Rafael Portugal', 'Karina Ramil']",
2578,Stretch Armstrong & the Flex Fighters,6.1,"['animation', 'action', 'comedy', 'scifi']","['Ogie Banks', 'Scott Menville', 'Steven Yeun', 'Will Wheaton', 'Keith David']",
2579,El testigo,8.1,['documentation'],,
2580,1983,6.7,"['drama', 'thriller', 'crime']","['Robert Więckiewicz', 'Maciej Musiał', 'Michalina Olszańska', 'Andrzej Chyra', 'Zofia Wichłacz', 'Agnieszka Żulewska']",
2581,Weed the People,7.3,['documentation'],"['Mara Gordon', 'Tracy Ryan', 'Chico Ryder', 'Angela J. Smith']",['Abby Epstein']
2582,Maktub,7.3,"['drama', 'comedy']","['Guy Amir', 'Hanan Savyon', 'Chen Amsalem', 'Itzik Cohen', 'Igal Naor', 'Anastasia Fein', 'Gal Amitai', 'Ami Anijar', 'Edna Blilious', 'Abraham Celektar']",['Oded Raz']
2583,Love per Square Foot,7.2,"['comedy', 'romance']","['Vicky Kaushal', 'Angira Dhar', 'Supriya Pathak', 'Raghubir Yadav', 'Gajraj Rao', 'Alankrita Sahai', 'Kunaal Roy Kapur', 'Ratna Pathak', 'Arunoday Singh', 'Brijendra Kala', 'Ayesha Raza', 'Rekha Bhardwaj', 'Ivan Rodrigues', 'Gopal Datt', 'Ranbir Kapoor']",['Anand Tiwari']
2584,Wrong Kind of Black,7.6,"['drama', 'comedy']","['Nilbi Yasserie', 'Aaron L. McGrath', 'Lisa Flanagan', 'Clarence John Ryan', 'Tom E. Lewis']",
2585,Harvey Street Kids,6.7,"['family', 'action', 'animation', 'comedy']","['Lauren Lapkus', 'Stephanie Lemelin', 'Kelly McCreary', 'Grey DeLisle']",
2586,Stay Here,7.4,"['reality', 'documentation']",['Genevieve Gorder'],
2587,Perdida,5.6,"['crime', 'drama', 'thriller']","['Luisana Lopilato', 'Amaia Salamanca', 'Rafael Spregelburd', 'Nicolás Furtado', 'Oriana Sabatini', 'Pedro Casablanc', 'Arantxa Martí', 'Carlos Alcantara', 'María Onetto', 'Sara Sálamo', 'Benjamín Otero']",['Alejandro Montiel']
2588,Serial Killer with Piers Morgan,3.9,"['documentation', 'crime']",['Piers Morgan'],
2589,The Girl from the Song,5.6,"['romance', 'drama', 'music', 'european']","['Lewis Rainer', 'Joséphine Berry', 'Charlotte Atkinson', 'Charlie MacGechan', 'Rory Nolan', 'Sion Tudor Owen', 'Adam Quintero', 'Phoebe Farnham', 'Laia Manzanares', 'Ibrahim Mané']",
2590,Going for Gold,4.7,"['drama', 'family', 'sport']","['Kelli Berglund', 'Emily Morris', 'Jo Stone', 'Ruth Fallon', 'Jess Kuss', 'Elysia Markou', 'Daisy Anderson', 'Claudia Bonifazio', 'Boone Sterck', 'Henry Turczynowicz']",['Clay Glen']
2591,Mubarakan,5.6,"['drama', 'comedy', 'romance']","['Anil Kapoor', 'Arjun Kapoor', ""Ileana D'Cruz"", 'Athiya Shetty', 'Neha Sharma', 'Rahul Dev', 'Karan Kundra', 'Ratna Pathak', 'Anil Mange', 'Pavan Malhotra', 'Hiten Patel', 'Asha Patel']",['Anees Bazmee']
2592,Dragon Pilot: Hisone and Masotan,6.9,"['animation', 'scifi', 'drama', 'fantasy']","['Misaki Kuno', 'Tomoyo Kurosawa', 'Maki Kawase', 'Satomi Arai', 'Kaori Nazuka', 'Romi Park', 'Yuki Kaji', 'Rie Kugimiya', 'Matsunojo Kanda', 'Junichi Suwabe', 'Jouji Nakata', 'Yukitoshi Tokumoto', 'Yoshimitsu Shimoyama', 'Riko Fukumoto']",
2593,Blazing Transfer Students,6.9,"['action', 'comedy']","['Akito Kiriyama', 'Junta Nakama', 'Takeshi Kaga', 'Umika Kawashima', 'Daiki Shigeoka', 'Tomohiro Kamiyama', 'Ryusei Fujii', 'Takahiro Hamada', 'Nozomu Kotaki']",['Toshio Lee']
2594,Argon,7.3,['drama'],"['Kim Joo-hyuk', 'Chun Woo-hee', 'Park Won-sang', 'Lee Seung-joon', 'Shin Hyun-bin', 'Park Hee-von', 'Lee Kyung-young']",['Lee Yoon-jung']
2595,Qismat,8.1,"['drama', 'romance', 'comedy']","['Ammy Virk', 'Sargun Mehta', 'Satwant Kaur', 'Gugu Gill', 'Harby Sangha', 'Hardeep Gill', 'Raj Dhaliwal', 'Gurpreet Bhangu']",
2596,Fire Chasers,6.5,['documentation'],,
2597,Sara's Notebook,5.9,"['thriller', 'drama', 'european']","['Belén Rueda', 'Marian Álvarez', 'Manolo Cardona', 'Iván Mendes', 'Marta Belaustegui', 'Enrico Lo Verso', 'Florin Opritescu', 'Nick Devlin']",['Norberto López Amado']
2598,Ali Wong: Hard Knock Wife,7.3,['comedy'],['Ali Wong'],['Jay Karas']
2599,Tom Segura: Disgraceful,7.5,"['comedy', 'documentation']",['Tom Segura'],['Jay Karas']
2601,AMO,6.4,"['crime', 'drama']","['Rhea Jai Fernandez', 'Derek Ramsay', 'Vince Rillon', 'Allen Dizon', 'Felix Roco']",['Brillante Mendoza']
2602,Unrequited Love,6.7,['drama'],"['Zhu Yan Man Zi', 'Zhao Shunran', 'Shen Yu', 'Chen Mengqin', 'Chen Jiawen', 'Zhang Zhehao', 'He Meixuan', 'Yuan Baizihui', 'Huang Shichao', 'Zhang Yichi']","['Ding Pei', 'Ba Yue Chang An']"
2603,Paskal,6.8,"['action', 'war', 'drama']","['Hairul Azreen', 'Ammar Alfian Aziz', 'Henley Hii', 'Taufik Hanafi']",['Adrian Teh']
2604,The Grown-Ups,7.7,['documentation'],,['Maite Alberdi']
2605,Been So Long,5.4,"['music', 'romance', 'drama']","['Michaela Coel', 'Arinzé Kene', 'Ronkẹ Adékoluẹjo', 'George MacKay', 'Joe Dempsie', 'Luke Norris', 'Arsher Ali', 'Ashley Thomas', 'Sophia La Porta', 'Rakie Ayola', 'Tom Forbes', 'Jo Martin', 'Genevieve Barr', 'Junade Khan', 'Jamila Wingett']",['Tinge Krishnan']
2606,Soorma,7.3,"['drama', 'sport']","['Diljit Dosanjh', 'Taapsee Pannu', 'Danish Husain', 'Angad Bedi', 'Vijay Raaz', 'Kulbhushan Kharbanda', 'Satish Kaushik', 'Pitobash', 'Herry Tangiri']",['Shaad Ali']
2608,The Mars Generation,6.5,['documentation'],"['Bill Nye', 'Jeffrey Kluger', 'Neil deGrasse Tyson', 'Michio Kaku', 'Bobak Ferdowsi', 'Andy Weir', 'Tim Urban', 'Elon Musk']",['Michael Barnett']
2609,Kalushi : The Story of Solomon Mahlangu,6.5,"['thriller', 'drama']","['Pearl Thusi', 'Marcel Van Heerden', 'Welile Nzuza', 'Louw Venter', 'Lawrence Joffe', 'Jafta Mamabolo', 'Thabo Rametsi', 'Kaseran Pillay', 'Fumani Shilubana', 'Thabo Malema']",['Mandla Dube']
2610,The Maus,4.7,"['fantasy', 'horror', 'drama', 'european']","['Alma Terzić', 'August Wittgenstein', 'Aleksandar Šeksan', 'Ella Jazz', 'Sanin Milavić']",['Gerardo Herrero Pereda']
2611,Family Blood,4.2,"['thriller', 'horror', 'drama']","['Vinessa Shaw', 'James Ransone', 'Colin Ford', 'Ajiona Alexus', 'Carson Meyer', 'France Jean-Baptiste', 'Ciaran Brown', 'Davis Aguila', 'Eloise Lushina', 'Denise Santos', 'Matthew Davis', 'Bishop Stevens']",['Sonny Mallhi']
2612,Pihu,6.7,"['thriller', 'drama', 'family']","['Pihu Myra Vishwakarma', 'Prerna Sharma']",['Vinod Kapri']
2613,Superlopez,5.4,"['comedy', 'scifi', 'action', 'european']","['Dani Rovira', 'Alexandra Jiménez', 'Julián López', 'Maribel Verdú', 'Pedro Casablanc', 'Carlos Zabala', 'Gracia Olayo', 'Nao Albet', 'Gonzalo de Castro', 'Marc Rodríguez', 'César Riola', 'Teresa Rodríguez', 'Ferran Rañé', 'Mireia Portas', 'David Fernández', 'Jordi Colom', 'Xavi Colom', 'Alejandro Serrano', 'Berto Romero', 'Eduard Benito', 'Toni Garrido']",['Javier Ruiz Caldera']
2614,Judd Apatow: The Return,6.2,['comedy'],"['Judd Apatow', 'Maude Apatow']",['Marcus Raboy']
2615,Armed to the Teeth,7.9,"['documentation', 'crime', 'thriller']",,['Alberto Arnaut Estrada']
2616,Sarah Silverman: A Speck of Dust,6.9,"['comedy', 'documentation']","['Sarah Silverman', 'Michael Sheen']",['Liam Lynch']
2617,Pa Paandi,7.4,"['comedy', 'action', 'romance', 'drama', 'family']","['Rajkiran', 'Prasanna', 'Chaya Singh', 'Dhanush', 'Revathi', 'Madonna Sebastian', 'Gautham Vasudev Menon', 'Robo Shankar', 'Dhivyadharshini', 'R. Velraj', 'Sentrayan', 'Stunt Silva', 'Baba Baskar', 'Balaji Mohan', 'Vidyullekha Raman', 'Adukalam Naren', 'Bharathi Kannan', 'Ramnath Shetty', 'Supergood Subramani', 'Master Raghavan', 'KPY Dheena', 'Raveena Ravi']",['Dhanush']
2618,Nobody Speak: Trials of the Free Press,6.4,"['documentation', 'european']","['Hulk Hogan', 'Donald Trump', 'Nick Denton', 'James G Wright']",['Brian Knappenberger']
2619,Aapla Manus,7.0,"['drama', 'thriller']","['Nana Patekar', 'Sumeet Raghvan', 'Iravati Harshe', 'Ajay Devgn', 'Savita Malpekar', 'Aashish Kulkarni']",['Satish Rajwade']
2620,Dismissal,5.0,['comedy'],"['Imanol Arias', 'Hugo Silva', 'Darío Grandinetti', 'Miguel Ángel Solá', 'Luis Luque', 'Tomás Pozzi', 'Paula Cancio', 'Juan Grandinetti']",['Lucas Figueroa']
2621,Christmas Catch,5.3,"['romance', 'comedy', 'crime']","['Emily Alatalo', 'Andrew Bushell', 'Lauren Holly', 'Franco Lo Presti', 'Genelle Williams', 'Yanic Truesdale', 'Joseph Cannata', 'Eric Hicks', 'Aaron Chartrand', 'Gavin MacIver-Wright', 'Kyana Teresa', 'Greg Zajac']",['Justin G. Dyck']
2622,F.R.E.D.I.,4.9,"['scifi', 'family']","['Kelly Hu', 'Lucius Hoyos', 'Reid Miller', 'Casimere Jollette', 'Chloe Lukasiak', 'Candace Cameron Bure', 'Angus Macfadyen', 'Tyler Christopher', 'Christina Cox', 'Texas Battle', 'Harvey Guillén', 'Christopher Michael', 'Mandy Fason', 'Dale Gibson', 'Candyce Hinkle', 'Tina Martin', 'Mark Landon Smith', 'Christian Beckman', 'Laurie Pascale', 'Ty Smith']",['Sean Olson']
2623,Love Beats Rhymes,5.3,"['music', 'drama']","['Azealia Banks', 'Common', 'Jill Scott', 'Lorraine Toussaint', 'Hana Mae Lee', 'Lucien Laviscount', 'John David Washington', 'Mary Christina Brown', 'Nancy Cejari', 'Esperanza Spalding', 'Jin Au-Yeung', 'Jeremie Harris', 'Jas Anderson', 'Bryan Burton', 'Ryan Metcalf']",['RZA']
2624,Robozuna,6.7,['animation'],"['Taylor Clarke-Hill', 'Michael Obiora', 'Tom Clarke Hill']",
2625,Naam Shabana,6.2,"['thriller', 'action', 'drama']","['Taapsee Pannu', 'Akshay Kumar', 'Prithviraj Sukumaran', 'Manoj Bajpayee', 'Anupam Kher', 'Danny Denzongpa', 'Madhurima Tuli', 'Murali Sharma', 'Zakir Hussain', 'Bhuvan Arora', 'Manav Vij']",['Shivam Nair']
2626,Brian Regan: Nunchucks and Flamethrowers,6.3,"['comedy', 'documentation']",['Brian Regan'],['Troy Miller']
2627,#realityhigh,5.1,"['comedy', 'drama', 'romance']","['Nesta Cooper', 'Keith Powers', 'Alicia Sanz', 'Jake Borelli', 'Anne Winters', 'Kate Walsh', 'John Michael Higgins', 'Rebekah Graf', 'Peter Gilroy', 'Alejandro Edda', 'Kellen Michael', 'David St. James', 'Michael Provost', 'Patrick Davis Alarcón', 'Ryan Malaty', 'Valarie Rae Miller', 'Jeffrey D. Sams', 'Leah Rose Randall', 'Marissa Cuevas', 'Thomas Anthony Jones', 'Suzanne Altfeld', 'Jana Savage', 'Kid Ink', 'Chris Osborn', 'Lilian Tapia', 'Carolina Gómez', 'Olivia Trujillo', 'Jorgen Makena', 'Deja Riley', 'Alaina Hoolihan']",['Fernando Lebrija']
2628,We Speak Dance,7.4,['documentation'],['Vandana Hart'],
2629,DeRay Davis: How to Act Black,6.1,['comedy'],['DeRay Davis'],['Marcus Raboy']
2630,Def Comedy Jam 25,6.6,"['comedy', 'documentation']","['D.L. Hughley', 'Cedric the Entertainer', 'Craig Robinson', 'Adele Givens', 'Bill Bellamy', 'Tiffany Haddish', 'Martin Lawrence', 'Dave Chappelle']",['Louis J. Horvitz']
2631,The Gift,8.0,['drama'],"['Ibrahim Osward', 'Monica Sizya', 'Jacob Steven', 'Martin White', 'Akashi Mtenda']",['Jordan Riber']
2632,Take My Brother Away,6.7,"['family', 'comedy', 'drama']","['Lu Xiaoyu', 'Tan Quan', 'Sun Qian', 'Joseph Zeng', 'Wang Xudong', 'Li Yitong']",
2633,Paranormal Investigation,3.7,"['thriller', 'horror']","['Jean-Baptiste Heuet', 'Andrei Indreies', 'Jose Atuncar', 'Claudine Bertin', 'Gabriella Jordan', 'Catalin Morar', 'Effie Rey', 'Cedric Henquez', 'Cedric Maturana', 'Frederic Pare', 'Pierre Porquet', 'Antoine Rodriguez']",['Franck Phelizon']
2634,LEGO Elves: Secrets of Elvendale,6.8,"['scifi', 'animation', 'fantasy']","['Riley Murdock', 'Kathleen Barr', 'Rebecca Husain', 'Erin Mathews', 'Scott McNeil', 'Kyle Rideout', 'Ashleigh Ball', 'Vincent Tong']",
2635,Motown Magic,7.9,"['animation', 'comedy', 'family', 'fantasy', 'music']",,
2636,The Suit,5.3,"['comedy', 'action', 'drama']","['Tamer Hosny', 'Akram Hosni', 'Majed El Masry', 'Amina Khalil', 'Dalal Abdelaziz', 'Hassan Hosny', 'Mai Kassab']",['Mohamed Gamal Al Adl']
