title,country,release_year,rating,duration,description,year_added,month_added,year_month_added,imdb_score,genres,actors,directors
The King,"United Kingdom, Hungary, Australia",2019,R,141 min,Wayward Prince Hal must turn from carouser to warrior king as he faces hostilities from inside and outside the castle walls in the battle for England.,2019,November,"November, 2019",7.2,"['history', 'war', 'drama', 'romance']","['Timothée Chalamet', 'Joel Edgerton', 'Sean Harris', 'Tom Glynn-Carney', 'Lily-Rose Depp', 'Thomasin McKenzie', 'Robert Pattinson', 'Ben Mendelsohn', 'Andrew Havill', 'Dean-Charles Chapman', 'Steven Elder', 'Edward Ashley', 'Stephen Fewell', 'Tara Fitzgerald', 'Tom Fisher', 'Tom Lawrence', 'Ivan Kaye', 'Gábor Czap', 'Josef Davies', 'Roderick Hill', 'Kurta Niké', 'Nicholas Wittman', 'Philip Rosch', 'Lucas Hansen', 'Tom Lacroix', 'Cedric Cirotteau', 'Jack Bandeira', 'Kristóf Widder', 'Vincent Latorre', 'Bence Bakti', 'Bardó Fenyvesi', 'Henry Dent', 'Harry Trevaldwyn', 'Laurent Winkler', 'Jeremy Chevillotte', 'Thibault de Montalembert', 'Oscar Bennett']",['David Michôd']
The Man Without Gravity,"Italy, Belgium",2019,TV-MA,107 min,A gravity-defying boy raised in seclusion matures into an extraordinary man – and an international celebrity – who longs for human connection.,2019,November,"November, 2019",5.8,"['fantasy', 'drama', 'comedy']","['Elio Germano', 'Michela Cescon', ""Silvia D'Amico"", 'Elena Cotta', 'Vincent Scarito', 'Pietro Pescara', 'Jennifer Brokshi', 'Andrea Pennacchi', 'Cristina Donadio', 'Dieter-Michael Grohmann', 'Dominique Lombardo', 'Francesco Procopio', 'Salvio Simeoli', 'Agnieszka Jania', 'Balkissa Souley Maiga', 'Giorgia Spinelli', 'Jean-Marie De Bol', 'Maria Angela Tonetti', 'Chiara Ingrosso', 'Chiara Sartori', 'Fabio Lovino', 'Manuela Parodi', 'Fulvio Milani', 'Helena Chambon']",['Marco Bonfanti']
The Old Thieves: The Legend of Artegios,Mexico,2007,TV-MA,97 min,"While carrying out prison sentences, five notorious thieves in Mexico City share their principles, preferred methods and respect for the craft.",2019,November,"November, 2019",,,,
True: Grabbleapple Harvest,Canada,2019,TV-Y,24 min,It's Grabbleapple harvest season in the Rainbow Kingdom ... but Glummy Glooma doesn't want autumn to come. Can True and her friends save the festival?,2019,November,"November, 2019",,,,
Vientos de agua,"Argentina, Spain",2006,TV-MA,1 Season,"José Olaya, a Spanish miner, emigrates to Argentina in 1934, while his son, an architect, moves to Spain after Argentina's economic collapse in 2001.",2019,November,"November, 2019",8.8,['drama'],"['Caterina Murino', 'Ernesto Alterio', 'Héctor Alterio', 'Francesca Trentacarlini', 'Pablo Rago', 'Marta Etura', 'Angie Cepeda', 'Giulia Michelini', 'Claudia Fontán']",
We Are the Wave,Germany,2019,TV-MA,1 Season,"A mysterious classmate leads four idealistic teens in a revolt against a rising tide of nationalistic fervor, but their movement takes a dark turn.",2019,November,"November, 2019",6.2,['drama'],"['Mohamed Issa', 'Luise Befort', 'Michelle Barthel', 'Daniel Friedl', 'Ludwig Simon']",
Zoé: Panoramas,Mexico,2016,TV-MA,89 min,This introspective rockumentary follows the career triumphs and intimate moments of legendary Mexican band Zoé as they embark on a global tour.,2019,November,"November, 2019",6.8,"['documentation', 'music']",,
Grego Rossello: Disculpe las molestias,Argentina,2019,TV-MA,65 min,"Argentine comedian Grego Rossello takes the stage in Buenos Aires to share his takes on modern stardom, airline dining, brotherly love and more.",2019,October,"October, 2019",4.5,['comedy'],['Grego Rossello'],['Juani Libonatti']
KENGAN ASHURA,"United States, Japan",2019,TV-MA,2 Seasons,"Ohma Tokita enters a hidden world where corporate disputes are settled in brutal gladiator bouts. Forget the money, he just wants to fight – and win.",2019,October,"October, 2019",,,,
Nowhere Man,Taiwan,2019,TV-MA,1 Season,"Two nefarious schemes taking place 10 years apart entangle a dauntless triad member, who must break out of prison to rescue a loved one.",2019,October,"October, 2019",5.5,"['crime', 'action', 'drama', 'thriller']","['Alyssa Chia', 'Mavis Fan', 'Joseph Chang', 'Wang Bo-chieh', 'Greg Hsu', 'Chou Min-fu']",['Yin-jung Chen']
Sleepless Society: Bedtime Wishes,,2019,TV-MA,1 Season,"During a holiday stay at a hotel resort, a flight attendant encounters a wealthy, mysterious man with two different personas.",2019,October,"October, 2019",,,,
"Bring It On, Ghost",South Korea,2016,TV-14,1 Season,A college student with psychic abilities takes in an amnesiac ghost as his roommate – who ends up helping him hunt down spooky spirits.,2019,October,"October, 2019",,,,
Mehandi Circus,India,2019,TV-MA,126 min,"In the early 1990s, the love between a cassette shop owner and a traveling circus performer challenges caste barriers and disapproving parents.",2019,October,"October, 2019",7.3,['drama'],"['Shweta Tripathi', 'Vignesh', 'Vela Ramamoorthy', 'G. Marimuthu', 'Ankur Vikal', 'Sunny Charles']",['Raju Saravanan']
Tomorrow with You,South Korea,2017,TV-14,1 Season,The head of a real estate firm with the ability to travel through time by taking the subway marries a photographer to try and change his future.,2019,October,"October, 2019",,,,
Tunnel,,2019,TV-14,1 Season,A detective finds himself 30 years in the future and must solve a string of grisly crimes before he can return to the past.,2019,October,"October, 2019",,,,
Arsenio Hall: Smart & Classy,United States,2019,TV-MA,63 min,"In his first stand-up special, Arsenio Hall discusses getting older, the changing times and culture, social issues and even bothersome baby toes.",2019,October,"October, 2019",,,,
Shine On with Reese,United States,2018,TV-MA,1 Season,"In a talk show straight from the heart, actor and producer Reese Witherspoon visits with groundbreaking women to discuss their inspiring journeys.",2019,October,"October, 2019",,,,
The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,United States,2019,TV-14,14 min,"Aaron Paul, Vince Gilligan and other cast members, producers and crew share stories and footage from the making of ""El Camino.""",2019,October,"October, 2019",7.1,['documentation'],"['Aaron Paul', 'Charles Baker', 'Matt Jones', 'Jonathan Banks', 'Krysten Ritter', 'Robert Forster', 'Scott MacArthur', 'Jesse Plemons', 'Kevin Rankin', 'Michael Bofshever', 'Tess Harper', 'Larry Hankin', 'Vince Gilligan', 'Mark Johnson', 'Trina E. Siopy', 'Melissa Bernstein', 'Jenn Carroll', 'Donna Casey-Aira', 'Lori McCoy-Bell', 'Cheri Montesanto', 'Marcus Montoya', 'Charles Newirth', 'Judy Rhee', 'Lily Scott', 'John Wildermuth']",
A 3 Minute Hug,"Mexico, United States",2019,TV-PG,28 min,This documentary captures the joy and heartbreak of families separated by the U.S.-Mexico border sharing a short but bittersweet reunion in 2018.,2019,October,"October, 2019",,,,
Little Miss Sumo,United Kingdom,2018,TV-G,20 min,"In an ancient sport traditionally reserved for men, 20-year-old female sumo prodigy Hiyori attempts to revolutionize Japan’s national pastime.",2019,October,"October, 2019",,,,
"Wait, My Youth",China,2019,TV-PG,1 Season,"Six hopeful friends journey into adulthood to create the moments that pull them together, draw them apart and make them fall in love.",2019,October,"October, 2019",8.0,"['drama', 'romance']","['Li Jiaqi', 'Zhao Yiqin', 'Li Geyang', 'Wu Shuang Yi', 'Mengyuan Xu', 'Dong Yanlei', 'Wei Tianhao']",['Shen Qinyuan']
A Little Thing Called First Love,China,2019,TV-G,1 Season,A shy college student with a knack for drawing develops a crush on a musically gifted classmate and embarks on a journey of self-discovery.,2019,October,"October, 2019",7.9,"['comedy', 'drama', 'romance']","['Lai Guan-lin', 'Zhao Jinmai', 'Chai Wei', 'Wang Runze', 'Wang Bowen', 'Joe Xu']",['Qi Xiaohui']
BoJack Horseman,United States,2020,TV-MA,6 Seasons,"Meet the most beloved sitcom horse of the '90s, 20 years later. He’s a curmudgeon with a heart of...not quite gold...but something like gold. Copper?",2019,October,"October, 2019",8.8,"['comedy', 'drama', 'animation']","['Will Arnett', 'Aaron Paul', 'Alison Brie', 'Amy Sedaris', 'Paul F. Tompkins']",
Brotherhood,Brazil,2019,TV-MA,1 Season,"An honest lawyer reaches a moral crossroads after the cops force her to inform on her incarcerated brother, the leader of a rising criminal faction.",2019,October,"October, 2019",7.5,"['drama', 'action', 'crime', 'thriller']","['Naruna Costa', 'Seu Jorge', 'Hermila Guedes', 'Lee Taylor', 'Danilo Grangheia', 'Wesley Guimarães', 'Pedro Wagner', 'Elsa Galvão']",
Consequences,Turkey,2014,TV-MA,106 min,Secrets bubble to the surface after a sensual encounter and an unforeseen crime entangle two friends and a woman caught between them.,2019,October,"October, 2019",,,,
Dolemite Is My Name,United States,2019,R,118 min,"In 1970s LA, struggling comedian Rudy Ray Moore hits it big with his raunchy alter ego, Dolemite, then risks it all to take his act to the big screen.",2019,October,"October, 2019",7.2,"['drama', 'comedy', 'history']","['Eddie Murphy', 'Keegan-Michael Key', 'Mike Epps', 'Craig Robinson', 'Tituss Burgess', ""Da'Vine Joy Randolph"", 'Kodi Smit-McPhee', 'Snoop Dogg', 'Ron Cephas Jones', 'Barry Shabaka Henley', 'T.I.', 'Luenell', 'Tasha Smith', 'Wesley Snipes', 'Chris Rock', 'Aleksandar Filimonović', 'Ivo Nandi', 'Michael Peter Bolus', 'Kazy Tauginas', 'B.J. Bingham', 'Claude Phillips', 'Arthur Fuller', 'Jill Savel', 'Baker Chase Powell', 'Henry Monfries', 'John Michael Herndon', 'Jernard Burks', 'Monique StaTeena', 'Allen Rueckert', 'Gerald Downey', 'Bernadine Durham', 'Bobby Milhouse', 'Lamar Edwards', 'Carlos McSwain', 'Brandon Owens', 'Chucc Hamilton', 'James Ford III', 'Johnny Britt', 'Wendell Kelly', 'Amy Keys', 'Maiya Sykes', 'Nayanna Holley', 'Edward Rudell Johnson', 'John Fluker', 'Lamar Usher', 'Akono Dixon', 'Milan Carter', 'deMann', 'Kezii Curtis', 'Krystian Alexander Lyttle', 'Sade E. Moore', 'Chelsea Gilson', 'Cheryl Francis Harrington', 'Toni Duclottni', 'Garland Whitt', 'Cole McKay', 'Saudia Rashed', 'Dale Gibson', 'Phil Abrams', 'Quartay Denaya', 'Bobby Rush', 'James Cornelison', 'Lyndon Rochelle', 'Edwin Livingston', 'Damon Wilson', 'Jimmie Kirkpatrick', 'Gina Lohman', 'Nikol Davis', 'Bubba Ganter', 'Alfonso Christian Lover', 'Dorothy Schock', 'Demetrius Hodges', 'Eric Reed', 'Brandon Stewart', 'Budda Foster', 'Robert Amerson', 'Yena Kim', 'Taylor Ellington', 'Megan McEwen', 'Justin Campbell', 'Sidney Hopson', 'Catrina Gaston', 'Erik Kilpatrick', 'Myles Williamson', 'Rob Smith', 'David B. Lyons', 'Tommie Earl Jenkins', 'Leonel Claude', 'Aaron Craven', 'Li Eubanks', 'Jamaal Lewis', 'Bob Odenkirk', 'A.J. Tannen']",['Craig Brewer']
Drug Squad: Costa del Sol,Spain,2019,TV-MA,1 Season,Four intrepid and impulsive police officers form a special narcotics unit to combat the birth of drug trafficking on Spain's Costa del Sol in the 1970s.,2019,October,"October, 2019",6.7,"['drama', 'crime', 'action', 'thriller', 'romance']","['Sara Sálamo', 'Hugo Silva', 'Álvaro Cervantes', 'Miki Esparbé']",
It Takes a Lunatic,"United States, United Kingdom, Germany",2019,TV-MA,127 min,"The extraordinary life of beloved acting teacher and theatre producer Wynn Handman is recalled in this portrait of a provocative, innovative artist.",2019,October,"October, 2019",6.6,"['documentation', 'drama']","['Wynn Handman', 'Richard Gere', 'Alec Baldwin', 'Lauren Graham', 'James Caan', 'Aasif Mandvi', 'André Bishop', 'Michael Douglas', 'Susan Lucci', 'Eric Bogosian', 'John Leguizamo', 'Chris Cooper', 'Joel Grey', 'Marianne Leone Cooper', 'Frank Langella', 'Bill Irwin', 'Randall Duk Kim']",['Billy Lyons']
Monzón: A Knockout Blow,Argentina,2018,TV-MA,1 Season,"This dramatization tells the story of Argentine boxing champion Carlos Monzón, as well as the investigation into the death of his wife Alicia Muñiz.",2019,October,"October, 2019",7.9,"['sport', 'crime', 'drama', 'history']","['Nacho Gadano', 'Mauricio Paniagua', 'Belén Chavanne', 'Lautaro Delgado Tymruk', 'Andrés Gil', 'Alexia Moyano', 'Jean Pierre Noher', 'Rodrigo Pedreira', 'Carla Quevedo', 'Fabián Arenillas', 'Jorge Román', 'Fabian Wolfrom']","['Jesús Braceras', 'Gabriel Nicoli']"
My Next Guest with David Letterman and Shah Rukh Khan,,2019,TV-PG,61 min,"""King of Bollywood"" Shah Rukh Khan opens up about his rise to fame, his family and his billions of fans as he and Dave meet up in Mumbai and New York.",2019,October,"October, 2019",,,,
Nailed It! France,France,2019,TV-14,1 Season,"On this fun and funny competition show, home bakers talented in catastrophe struggle to re-create dessert masterpieces and win a 5,000 euro prize.",2019,October,"October, 2019",6.5,['reality'],"['Noémie Honiat', 'Artus']",
Nailed It! Spain,Spain,2019,TV-PG,1 Season,"On this competition show, novice bakers try to avoid a fiasco while duplicating stunning sweets. At stake are a trophy and 5,000 euros.",2019,October,"October, 2019",,,,
Rattlesnake,United States,2019,TV-MA,86 min,"After a mysterious woman saves her daughter from a deadly snakebite, a single mother must repay the debt by killing a stranger before sundown.",2019,October,"October, 2019",4.6,"['horror', 'thriller', 'crime', 'drama']","['Carmen Ejogo', 'Theo Rossi', 'Emma Greenwell', 'Debrianna Mansini', 'Rio Alexander', 'Josh Kemble', 'Joy Jacobson', 'Tim Stafford', 'Jon Kristian Moore', 'Catherine Haun', 'Kevin Owen McDonald', 'Andres Segura', 'Arianna Ortiz', 'William Sterchi', 'David Yow', 'Apollonia Pratt', 'Bruce Davis', 'Alexandra Nell', 'Sean J. Dillingham', 'Jenna Doolittle', 'Richard Lippert', 'Manny Rubio', 'Melissa Chambers', 'Nick A. Meyers', 'Appy Pratt']",['Zak Hilditch']
The Awakening of Motti Wolkenbruch,Switzerland,2018,TV-MA,94 min,"Pressured to marry a nice Orthodox Jewish woman, Motti is thrown for a loop when he falls for classmate Laura, who his mother will never approve of.",2019,October,"October, 2019",6.6,"['comedy', 'drama', 'european']","['Noémie Schmidt', 'Joel Basman', 'Sunnyi Melles', 'Udo Samel', 'Inge Maux', 'Alexander Seibt', 'Oriana Schrage', 'Philippe Graber', 'Kamil Krejčí', 'Lena Kalisch', 'Rachel Braunschweig', 'Meytal Gal', 'Eli Gorenstein', 'Idit Teperson', 'Andreas Pegler', 'Michael Rutman', 'Aaron Arens', 'Shelley Kästner', 'Joey Zimmermann', 'Friederike Frerichs', 'Ray Baer', 'Kaspar Weiss', 'Judith Goldberg', 'Yotam Korem', 'Siegmund Tischendorf', 'Michael von Burg', 'Eylon Kindler', 'Lea Whitcher', 'Oliver Rickenbacher', 'Thomas Meyer', 'Brenna Larsen', 'Kay Kysela', 'Anina Mutter', 'Tatjana Ochsner', 'Jessica Oswald', 'Zoe Simijonovic', 'Thomas Städeli', 'Klemens Niklaus Trenkle']",['Michael Steiner']
The Untamed,China,2019,TV-14,1 Season,"In a magical world of inter-clan rivalry, two soulmates face treacherous schemes and uncover a dark mystery linked to a tragic event in the past.",2019,October,"October, 2019",8.8,"['action', 'drama', 'thriller', 'romance', 'comedy', 'fantasy', 'horror']","['Xiao Zhan', 'Wang Yibo', 'Wang Zhuocheng', 'Xuan Lu', 'Meng Ziyi', 'Liu Haikuan', 'Zhu Zanjin', 'Yu Bin', 'Qi Peixin', 'Zheng Fanxing', 'Guo Cheng', 'Wang Haoxuan', 'Song Jiyang', 'Bowen Li', 'Cao Yuchen', 'Ji Li', 'Wang Yizhou', 'Carman Lee', 'He Peng', 'Feng Ming Jing', 'Wang Yifei', 'Lu Enjie', 'Lu Jianmin', 'Zhang Jingtong', 'Huang Ziteng', 'Xiu Qing', 'Chen Zhuoxuan', 'Cao Junxiang', 'Liu Yinjun']","['Ka-Lam Chan', 'Steve Cheng']"
Daybreak,United States,2019,TV-MA,1 Season,"Living his best life in post-apocalyptic LA, a slacker strives to find the girl of his dreams while outwitting mindless ghouls and cliquish gangs.",2019,October,"October, 2019",6.6,"['scifi', 'drama', 'fantasy', 'horror', 'action', 'comedy', 'thriller']","['Colin Ford', 'Alyvia Alyn Lind', 'Austin Crute', 'Krysta Rodriguez', 'Gregory Kasyan', 'Sophie Simnett', 'Matthew Broderick', 'Cody Kearsley', 'Jon LeVert', 'Jeanté Godlock', 'Chelsea Zhang']",
Echo in the Canyon,United States,2019,PG-13,82 min,"An affectionate documentary looks back at the mid-1960s, when Hollywood’s Laurel Canyon was a creative nexus for young, innovative musicians.",2019,October,"October, 2019",,,,
Revenge of the Pontianak,"Singapore, Malaysia",2019,TV-14,92 min,A wedding in a Malaysian village leaves out one guest: a scorned vampire ghost bent on settling a secret score with the groom and anyone in her way.,2019,October,"October, 2019",5.3,"['horror', 'romance']","['Nur Fazura', 'Remy Ishak', 'Hisyam Hamid', 'Shenty Feliziana', 'Namron', 'Tony Eusoff', 'Nadiah M. Din', 'Nadia Aqilah', 'Wan Hanafi Su', 'Nik Harraz Danish', 'Hasnah Hashim', 'Idris Mat Diah', 'Haslinna Jaaman']","['Glen Goei', 'Gavin Yap']"
